locus	erv.assigned	CLADE	locus_name
RETROSEQ_chr1:2555492-2555738	cPa450	Gamma-like	ERV-GE.cPa450.7-CamPar
RETROSEQ_chr1:2592223-2592355	FrMuLV_NC001362	Gamma	ERV-FrMuLV.5-CamPar
RETROSEQ_chr1:2592408-2592508	FrMuLV_NC001362	Gamma	ERV-FrMuLV.6-CamPar
RETROSEQ_chr1:2600079-2600179	cPa50	Beta-like1	ERV-AB1.cPa50.3-CamPar
RETROSEQ_chr1:2600228-2600537	HERVHcons	Gamma-like	ERV-GE.cPaHcons.21-CamPar
RETROSEQ_chr1:2608518-2608618	cPa452	Beta-like1	ERV-AB1.cPa452.7-CamPar
RETROSEQ_chr1:2610270-2610379	cPa260	Beta-like2	ERV-AB2.cPa260.63-CamPar
RETROSEQ_chr1:2618513-2618613	cPa228	Beta-like2	ERV-AB2.cPa228.38-CamPar
RETROSEQ_chr1:2628582-2628692	cPa260	Beta-like2	ERV-AB2.cPa260.64-CamPar
RETROSEQ_chr1:2713596-2713696	cPa216	Beta-like1	ERV-AB1.cPa216.1-CamPar
RETROSEQ_chr1:2713816-2713916	cPa260	Beta-like2	ERV-AB2.cPa260.65-CamPar
RETROSEQ_chr1:2763323-2763442	cPa260	Beta-like2	ERV-AB2.cPa260.66-CamPar
RETROSEQ_chr1:2771014-2771114	cPa290	Beta-like1	ERV-AB1.cPa290.3-CamPar
RETROSEQ_chr1:2771168-2771344	cPa290	Beta-like1	ERV-AB1.cPa290.4-CamPar
RETROSEQ_chr1:2783203-2783303	cPa50	Beta-like1	ERV-AB1.cPa50.4-CamPar
RETROSEQ_chr1:2783358-2783534	cPa353	Beta-like2	ERV-AB2.cPa353.2-CamPar
RETROSEQ_chr1:2794426-2794696	cPa140	SnRV-like	ERV-S.cPa140.9-CamPar
RETROSEQ_chr1:2794708-2794890	cPa140	SnRV-like	ERV-S.cPa140.10-CamPar
RETROSEQ_chr1:2797487-2797667	cPa140	SnRV-like	ERV-S.cPa140.11-CamPar
RETROSEQ_chr1:2812248-2812353	cPa199	Beta-like2	ERV-AB2.cPa199.12-CamPar
RETROSEQ_chr1:2812355-2812537	cPa199	Beta-like2	ERV-AB2.cPa199.13-CamPar
RETROSEQ_chr1:2812598-2812698	cPa199	Beta-like2	ERV-AB2.cPa199.14-CamPar
RETROSEQ_chr1:2816202-2816302	PERVC_HM159246	Gamma	ERV-PERVC.3-CamPar
RETROSEQ_chr1:2823550-2823650	cPa452	Beta-like1	ERV-AB1.cPa452.8-CamPar
RETROSEQ_chr1:2827386-2827486	cPa400	Beta-like1	ERV-AB1.cPa400.2-CamPar
RETROSEQ_chr1:2831076-2831176	MER52A_repbase_MER52AI_MER52A	Gamma-like	ERV-MER52A.1-CamPar
RETROSEQ_chr1:2888677-2888777	cPa140	SnRV-like	ERV-S.cPa140.12-CamPar
RETROSEQ_chr1:2888946-2889046	cPa140	SnRV-like	ERV-S.cPa140.13-CamPar
RETROSEQ_chr1:2892830-2892930	cPa109	Gamma-like	ERV-GE.cPa109.2-CamPar
RETROSEQ_chr1:2892999-2893099	cPa109	Gamma-like	ERV-GE.cPa109.3-CamPar
RETROSEQ_chr1:2894504-2894604	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.1-CamPar
RETROSEQ_chr1:2908273-2908373	cPa530	Beta-like1	ERV-AB1.cPa530.1-CamPar
RETROSEQ_chr1:2932543-2932685	BLV_NC001414	Delta	ERV-BLV.1-CamPar
RETROSEQ_chr1:2932701-2932952	BLV_NC001414	Delta	ERV-BLV.2-CamPar
RETROSEQ_chr1:2954955-2955055	cPa248	SnRV-like	ERV-S.cPa248.5-CamPar
RETROSEQ_chr1:2979704-2979804	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.2-CamPar
RETROSEQ_chr1:2987776-2987876	cPa260	Beta-like2	ERV-AB2.cPa260.67-CamPar
RETROSEQ_chr1:2994195-2994335	HIV1_NC001802	Lenti	ERV-HIV1.6-CamPar
RETROSEQ_chr1:3002191-3002291	cPa199	Beta-like2	ERV-AB2.cPa199.15-CamPar
RETROSEQ_chr1:3021839-3021939	cPa583	Gamma-like	ERV-GE.cPa583.3-CamPar
RETROSEQ_chr1:3086504-3086604	cPa424	Beta-like2	ERV-AB2.cPa424.2-CamPar
RETROSEQ_chr1:3103434-3103534	cPa199	Beta-like2	ERV-AB2.cPa199.16-CamPar
RETROSEQ_chr1:3113451-3113551	cPa200	Beta-like1	ERV-AB1.cPa200.9-CamPar
RETROSEQ_chr1:3127394-3127494	cPa447	Gamma-like	ERV-GE.cPa447.2-CamPar
RETROSEQ_chr1:3134087-3134322	cPa260	Beta-like2	ERV-AB2.cPa260.68-CamPar
RETROSEQ_chr1:3134337-3134437	cPa260	Beta-like2	ERV-AB2.cPa260.69-CamPar
RETROSEQ_chr1:3197864-3198010	cPa563	Beta-like1	ERV-AB1.cPa563.1-CamPar
RETROSEQ_chr1:3209686-3209786	cPa228	Beta-like2	ERV-AB2.cPa228.39-CamPar
RETROSEQ_chr1:3233072-3233215	cPa50	Beta-like1	ERV-AB1.cPa50.5-CamPar
RETROSEQ_chr1:3246892-3246992	cPa200	Beta-like1	ERV-AB1.cPa200.10-CamPar
RETROSEQ_chr1:3283600-3283700	cPa260	Beta-like2	ERV-AB2.cPa260.70-CamPar
RETROSEQ_chr1:3289665-3289765	cPa140	SnRV-like	ERV-S.cPa140.14-CamPar
RETROSEQ_chr1:3289830-3289939	cPa140	SnRV-like	ERV-S.cPa140.15-CamPar
RETROSEQ_chr1:3290107-3290251	cPa140	SnRV-like	ERV-S.cPa140.16-CamPar
RETROSEQ_chr1:3352101-3352411	cPa140	SnRV-like	ERV-S.cPa140.17-CamPar
RETROSEQ_chr1:3357151-3357282	cPa183	Beta-like1	ERV-AB1.cPa183.5-CamPar
RETROSEQ_chr1:3377265-3377365	cPa543	Beta-like1	ERV-AB1.cPa543.2-CamPar
RETROSEQ_chr1:3413090-3413190	HIV1_NC001802	Lenti	ERV-HIV1.7-CamPar
RETROSEQ_chr1:3422114-3422216	cPa173	Beta-like1	ERV-AB1.cPa173.1-CamPar
RETROSEQ_chr1:3457714-3457814	cPa308	Beta-like2	ERV-AB2.cPa308.12-CamPar
RETROSEQ_chr1:3459980-3460217	cPa140	SnRV-like	ERV-S.cPa140.18-CamPar
RETROSEQ_chr1:3460228-3460412	cPa140	SnRV-like	ERV-S.cPa140.19-CamPar
RETROSEQ_chr1:3469692-3469792	cPa260	Beta-like2	ERV-AB2.cPa260.71-CamPar
RETROSEQ_chr1:3482767-3482867	cPa50	Beta-like1	ERV-AB1.cPa50.6-CamPar
RETROSEQ_chr1:3483459-3483559	cPa130	Beta-like1	ERV-AB1.cPa130.1-CamPar
RETROSEQ_chr1:3491845-3491945	cPa450	Gamma-like	ERV-GE.cPa450.8-CamPar
RETROSEQ_chr1:3491974-3492074	cPa450	Gamma-like	ERV-GE.cPa450.9-CamPar
RETROSEQ_chr1:3501697-3501808	cPa264	SnRV-like	ERV-S.cPa264.2-CamPar
RETROSEQ_chr1:3507131-3507231	cPa452	Beta-like1	ERV-AB1.cPa452.9-CamPar
RETROSEQ_chr1:3507249-3507349	cPa327	Beta-like2	ERV-AB2.cPa327.4-CamPar
RETROSEQ_chr1:3539648-3539748	cPa572	Beta-like1	ERV-AB1.cPa572.3-CamPar
RETROSEQ_chr1:3539825-3539936	cPa572	Beta-like1	ERV-AB1.cPa572.4-CamPar
RETROSEQ_chr1:3547829-3547929	cPa332	Beta-like2	ERV-AB2.cPa332.1-CamPar
RETROSEQ_chr1:3547947-3548047	cPa332	Beta-like2	ERV-AB2.cPa332.2-CamPar
RETROSEQ_chr1:3593568-3594031	cPa140	SnRV-like	ERV-S.cPa140.20-CamPar
RETROSEQ_chr1:3597044-3597144	cPa200	Beta-like1	ERV-AB1.cPa200.11-CamPar
RETROSEQ_chr1:3597794-3597955	cPa50	Beta-like1	ERV-AB1.cPa50.7-CamPar
RETROSEQ_chr1:3601895-3601995	cPa200	Beta-like1	ERV-AB1.cPa200.12-CamPar
RETROSEQ_chr1:3616840-3617036	PERVC_HM159246	Gamma	ERV-PERVC.4-CamPar
RETROSEQ_chr1:3625509-3625609	cPa308	Beta-like2	ERV-AB2.cPa308.13-CamPar
RETROSEQ_chr1:3631263-3631646	cPa140	SnRV-like	ERV-S.cPa140.21-CamPar
RETROSEQ_chr1:3636212-3636312	cPa199	Beta-like2	ERV-AB2.cPa199.17-CamPar
RETROSEQ_chr1:3646582-3646689	cPa482	Beta-like1	ERV-AB1.cPa482.1-CamPar
RETROSEQ_chr1:3648956-3649056	HIV1_NC001802	Lenti	ERV-HIV1.8-CamPar
RETROSEQ_chr1:3657049-3657149	JSRV_DQ838494	Beta	ERV-JSRV.1-CamPar
RETROSEQ_chr1:3679312-3679412	cPa201	Gamma-like	ERV-GE.cPa201.2-CamPar
RETROSEQ_chr1:3714662-3714762	cPa583	Gamma-like	ERV-GE.cPa583.4-CamPar
RETROSEQ_chr1:3724651-3724751	cPa363	Beta-like1	ERV-AB1.cPa363.4-CamPar
RETROSEQ_chr1:3849502-3849602	cPa486	Beta-like1	ERV-AB1.cPa486.5-CamPar
RETROSEQ_chr1:3850627-3850820	cPa157	Beta-like2	ERV-AB2.cPa157.1-CamPar
RETROSEQ_chr1:3858493-3858593	cPa452	Beta-like1	ERV-AB1.cPa452.10-CamPar
RETROSEQ_chr1:3867601-3867911	cPa228	Beta-like2	ERV-AB2.cPa228.40-CamPar
RETROSEQ_chr1:3874825-3874925	cPa260	Beta-like2	ERV-AB2.cPa260.72-CamPar
RETROSEQ_chr1:3888888-3888988	cPa391	Beta-like2	ERV-AB2.cPa391.3-CamPar
RETROSEQ_chr1:3898371-3898613	cPa452	Beta-like1	ERV-AB1.cPa452.11-CamPar
RETROSEQ_chr1:3916547-3916648	cPa142	Beta-like1	ERV-AB1.cPa142.1-CamPar
RETROSEQ_chr1:3926059-3926159	cPa400	Beta-like1	ERV-AB1.cPa400.3-CamPar
RETROSEQ_chr1:3926404-3926541	cPa400	Beta-like1	ERV-AB1.cPa400.4-CamPar
RETROSEQ_chr1:3926732-3926832	cPa400	Beta-like1	ERV-AB1.cPa400.5-CamPar
RETROSEQ_chr1:3937956-3938068	cPa199	Beta-like2	ERV-AB2.cPa199.18-CamPar
RETROSEQ_chr1:3946291-3946414	cPa140	SnRV-like	ERV-S.cPa140.22-CamPar
RETROSEQ_chr1:3984593-3984734	cPa363	Beta-like1	ERV-AB1.cPa363.5-CamPar
RETROSEQ_chr1:3990277-3990377	cPa308	Beta-like2	ERV-AB2.cPa308.14-CamPar
RETROSEQ_chr1:3994795-3994959	PERV_AJ293656	Gamma	ERV-PERV.2-CamPar
RETROSEQ_chr1:4006621-4006762	cPa583	Gamma-like	ERV-GE.cPa583.5-CamPar
RETROSEQ_chr1:4028784-4028884	cPa176	Beta-like1	ERV-AB1.cPa176.2-CamPar
RETROSEQ_chr1:4028969-4029087	cPa176	Beta-like1	ERV-AB1.cPa176.3-CamPar
RETROSEQ_chr1:4029186-4029286	cPa424	Beta-like2	ERV-AB2.cPa424.3-CamPar
RETROSEQ_chr1:4035914-4036019	cPa50	Beta-like1	ERV-AB1.cPa50.8-CamPar
RETROSEQ_chr1:4059412-4059571	cPa313	Beta-like2	ERV-AB2.cPa313.1-CamPar
RETROSEQ_chr1:4098380-4098480	cPa109	Gamma-like	ERV-GE.cPa109.4-CamPar
RETROSEQ_chr1:4124980-4125080	cPa583	Gamma-like	ERV-GE.cPa583.6-CamPar
RETROSEQ_chr1:4182832-4182990	cPa199	Beta-like2	ERV-AB2.cPa199.19-CamPar
RETROSEQ_chr1:4222402-4222659	cPa264	SnRV-like	ERV-S.cPa264.3-CamPar
RETROSEQ_chr1:4222828-4222928	cPa140	SnRV-like	ERV-S.cPa140.23-CamPar
RETROSEQ_chr1:4223963-4224063	cPa450	Gamma-like	ERV-GE.cPa450.10-CamPar
RETROSEQ_chr1:4236216-4236372	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.2-CamPar
RETROSEQ_chr1:4398858-4398994	cPa183	Beta-like1	ERV-AB1.cPa183.6-CamPar
RETROSEQ_chr1:4403847-4404017	cPa50	Beta-like1	ERV-AB1.cPa50.9-CamPar
RETROSEQ_chr1:4407848-4407948	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.3-CamPar
RETROSEQ_chr1:4428643-4428778	cPa260	Beta-like2	ERV-AB2.cPa260.73-CamPar
RETROSEQ_chr1:4435415-4435515	cPa140	SnRV-like	ERV-S.cPa140.24-CamPar
RETROSEQ_chr1:4435528-4435962	cPa140	SnRV-like	ERV-S.cPa140.25-CamPar
RETROSEQ_chr1:4437390-4437490	cPa308	Beta-like2	ERV-AB2.cPa308.15-CamPar
RETROSEQ_chr1:4440968-4441068	cPa450	Gamma-like	ERV-GE.cPa450.11-CamPar
RETROSEQ_chr1:4462706-4462806	MLV_Xmv43	Gamma	ERV-Xmv.43.1-CamPar
RETROSEQ_chr1:4468339-4468440	cPa260	Beta-like2	ERV-AB2.cPa260.74-CamPar
RETROSEQ_chr1:4481036-4481136	PERV_AJ293656	Gamma	ERV-PERV.3-CamPar
RETROSEQ_chr1:4481147-4481256	PERV_AJ293656	Gamma	ERV-PERV.4-CamPar
RETROSEQ_chr1:4506787-4506922	cPa260	Beta-like2	ERV-AB2.cPa260.75-CamPar
RETROSEQ_chr1:4527343-4527453	cPa101	Beta-like1	ERV-AB1.cPa101.1-CamPar
RETROSEQ_chr1:4567826-4567928	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.4-CamPar
RETROSEQ_chr1:4595940-4596040	cPa308	Beta-like2	ERV-AB2.cPa308.16-CamPar
RETROSEQ_chr1:4596165-4596269	cPa308	Beta-like2	ERV-AB2.cPa308.17-CamPar
RETROSEQ_chr1:4615172-4615283	cPa391	Beta-like2	ERV-AB2.cPa391.4-CamPar
RETROSEQ_chr1:4615346-4615446	cPa379	Beta-like1	ERV-AB1.cPa379.1-CamPar
RETROSEQ_chr1:4702125-4702347	cPa542	Beta-like1	ERV-AB1.cPa542.2-CamPar
RETROSEQ_chr1:4718113-4718213	cPa163	Alpha-like	ERV-AB.cPa163.2-CamPar
RETROSEQ_chr1:4736399-4736499	cPa391	Beta-like2	ERV-AB2.cPa391.5-CamPar
RETROSEQ_chr1:4800754-4800854	cPa140	SnRV-like	ERV-S.cPa140.26-CamPar
RETROSEQ_chr1:4807630-4807730	cPa199	Beta-like2	ERV-AB2.cPa199.20-CamPar
RETROSEQ_chr1:4837782-4837882	cPa15	SnRV-like	ERV-S.cPa15.4-CamPar
RETROSEQ_chr1:4846400-4846512	cPa127	Beta-like1	ERV-AB1.cPa127.2-CamPar
RETROSEQ_chr1:4855301-4855401	cPa529	Beta-like1	ERV-AB1.cPa529.1-CamPar
RETROSEQ_chr1:4876739-4876839	cPa308	Beta-like2	ERV-AB2.cPa308.18-CamPar
RETROSEQ_chr1:4880498-4880598	cPa308	Beta-like2	ERV-AB2.cPa308.19-CamPar
RETROSEQ_chr1:4880662-4880864	cPa308	Beta-like2	ERV-AB2.cPa308.20-CamPar
RETROSEQ_chr1:4882714-4882911	cPa273	Gamma-like	ERV-GE.cPa273.1-CamPar
RETROSEQ_chr1:4882918-4883064	cPa273	Gamma-like	ERV-GE.cPa273.2-CamPar
RETROSEQ_chr1:4884060-4884160	cPa450	Gamma-like	ERV-GE.cPa450.12-CamPar
RETROSEQ_chr1:4889731-4889831	VISNA_S55323	Lenti	ERV-VISNA.3-CamPar
RETROSEQ_chr1:4911537-4911637	cPa140	SnRV-like	ERV-S.cPa140.27-CamPar
RETROSEQ_chr1:4932401-4932504	cPa140	SnRV-like	ERV-S.cPa140.28-CamPar
RETROSEQ_chr1:4947081-4947181	PERV_AJ293656	Gamma	ERV-PERV.5-CamPar
RETROSEQ_chr1:4949093-4949236	cPa353	Beta-like2	ERV-AB2.cPa353.3-CamPar
RETROSEQ_chr1:4985938-4986134	cPa400	Beta-like1	ERV-AB1.cPa400.6-CamPar
RETROSEQ_chr1:4986150-4986250	cPa199	Beta-like2	ERV-AB2.cPa199.21-CamPar
RETROSEQ_chr1:4986848-4986948	cPa199	Beta-like2	ERV-AB2.cPa199.22-CamPar
RETROSEQ_chr1:4988039-4988139	cPa248	SnRV-like	ERV-S.cPa248.6-CamPar
RETROSEQ_chr1:5017814-5017916	cPa353	Beta-like2	ERV-AB2.cPa353.4-CamPar
RETROSEQ_chr1:5036083-5036211	cPa273	Gamma-like	ERV-GE.cPa273.3-CamPar
RETROSEQ_chr1:5044039-5044225	cPa140	SnRV-like	ERV-S.cPa140.29-CamPar
RETROSEQ_chr1:5064016-5064116	cPa183	Beta-like1	ERV-AB1.cPa183.7-CamPar
RETROSEQ_chr1:5073691-5073791	cPa194	Beta-like1	ERV-AB1.cPa194.11-CamPar
RETROSEQ_chr1:5073813-5074021	cPa194	Beta-like1	ERV-AB1.cPa194.12-CamPar
RETROSEQ_chr1:5083874-5083983	cPa308	Beta-like2	ERV-AB2.cPa308.21-CamPar
RETROSEQ_chr1:5098027-5098225	SIV_NC001549	Lenti	ERV-SIV.2-CamPar
RETROSEQ_chr1:5101389-5101489	cPa196	Beta-like2	ERV-AB2.cPa196.1-CamPar
RETROSEQ_chr1:5119000-5119426	cPa183	Beta-like1	ERV-AB1.cPa183.8-CamPar
RETROSEQ_chr1:5124957-5125057	cPa526	Beta-like1	ERV-AB1.cPa526.2-CamPar
RETROSEQ_chr1:5137072-5137185	cPa452	Beta-like1	ERV-AB1.cPa452.12-CamPar
RETROSEQ_chr1:5163438-5163538	cPa201	Gamma-like	ERV-GE.cPa201.3-CamPar
RETROSEQ_chr1:5163648-5163748	cPa201	Gamma-like	ERV-GE.cPa201.4-CamPar
RETROSEQ_chr1:5165586-5165686	cPa248	SnRV-like	ERV-S.cPa248.7-CamPar
RETROSEQ_chr1:5165739-5165875	cPa140	SnRV-like	ERV-S.cPa140.30-CamPar
RETROSEQ_chr1:5166560-5166674	cPa542	Beta-like1	ERV-AB1.cPa542.3-CamPar
RETROSEQ_chr1:5168474-5168686	cPa450	Gamma-like	ERV-GE.cPa450.13-CamPar
RETROSEQ_chr1:5176337-5176644	cPa446	Beta-like1	ERV-AB1.cPa446.3-CamPar
RETROSEQ_chr1:5200988-5201096	cPa200	Beta-like1	ERV-AB1.cPa200.13-CamPar
RETROSEQ_chr1:5201108-5201262	cPa200	Beta-like1	ERV-AB1.cPa200.14-CamPar
RETROSEQ_chr1:5201299-5201399	cPa400	Beta-like1	ERV-AB1.cPa400.7-CamPar
RETROSEQ_chr1:5209068-5209188	cPa248	SnRV-like	ERV-S.cPa248.8-CamPar
RETROSEQ_chr1:5230510-5230610	cPa183	Beta-like1	ERV-AB1.cPa183.9-CamPar
RETROSEQ_chr1:5230694-5230834	cPa183	Beta-like1	ERV-AB1.cPa183.10-CamPar
RETROSEQ_chr1:5230847-5230973	cPa379	Beta-like1	ERV-AB1.cPa379.2-CamPar
RETROSEQ_chr1:5231016-5231116	cPa183	Beta-like1	ERV-AB1.cPa183.11-CamPar
RETROSEQ_chr1:5234503-5234898	cPa363	Beta-like1	ERV-AB1.cPa363.6-CamPar
RETROSEQ_chr1:5235003-5235112	cPa183	Beta-like1	ERV-AB1.cPa183.12-CamPar
RETROSEQ_chr1:5235939-5236039	EIAV_NC001450	Lenti	ERV-EIAV.1-CamPar
RETROSEQ_chr1:5236808-5236908	cPa109	Gamma-like	ERV-GE.cPa109.5-CamPar
RETROSEQ_chr1:5239911-5240011	cPa379	Beta-like1	ERV-AB1.cPa379.3-CamPar
RETROSEQ_chr1:5309659-5309759	cPa452	Beta-like1	ERV-AB1.cPa452.13-CamPar
RETROSEQ_chr1:5331224-5331368	cPa273	Gamma-like	ERV-GE.cPa273.4-CamPar
DELLY_chr1:5335133-5344686	cPa16	Beta-like1	ERV-AB1.cPa16.1-CamPar
RETROSEQ_chr1:5335779-5335894	cPa452	Beta-like1	ERV-AB1.cPa452.14-CamPar
RETROSEQ_chr1:5336203-5336303	cPa16	Beta-like1	ERV-AB1.cPa16.2-CamPar
RETROSEQ_chr1:5337087-5337288	cPa16	Beta-like1	ERV-AB1.cPa16.3-CamPar
RETROSEQ_chr1:5337368-5337468	cPa363	Beta-like1	ERV-AB1.cPa363.7-CamPar
RETROSEQ_chr1:5337511-5337611	cPa176	Beta-like1	ERV-AB1.cPa176.4-CamPar
RETROSEQ_chr1:5337638-5337782	cPa379	Beta-like1	ERV-AB1.cPa379.4-CamPar
RETROSEQ_chr1:5337784-5337995	cPa16	Beta-like1	ERV-AB1.cPa16.4-CamPar
RETROSEQ_chr1:5338500-5338781	cPa452	Beta-like1	ERV-AB1.cPa452.15-CamPar
RETROSEQ_chr1:5338884-5339074	cPa176	Beta-like1	ERV-AB1.cPa176.5-CamPar
RETROSEQ_chr1:5339286-5339386	cPa183	Beta-like1	ERV-AB1.cPa183.13-CamPar
RETROSEQ_chr1:5339434-5339535	cPa176	Beta-like1	ERV-AB1.cPa176.6-CamPar
RETROSEQ_chr1:5339828-5339928	cPa379	Beta-like1	ERV-AB1.cPa379.5-CamPar
RETROSEQ_chr1:5342342-5342442	cPa452	Beta-like1	ERV-AB1.cPa452.16-CamPar
RETROSEQ_chr1:5342637-5342737	cPa452	Beta-like1	ERV-AB1.cPa452.17-CamPar
RETROSEQ_chr1:5354732-5355125	cPa199	Beta-like2	ERV-AB2.cPa199.23-CamPar
RETROSEQ_chr1:5357716-5357970	cPa450	Gamma-like	ERV-GE.cPa450.14-CamPar
RETROSEQ_chr1:5390007-5390107	MLV_Xmv43	Gamma	ERV-Xmv.43.2-CamPar
RETROSEQ_chr1:5390150-5390250	PERV_AJ293656	Gamma	ERV-PERV.6-CamPar
RETROSEQ_chr1:5415502-5415602	cPa452	Beta-like1	ERV-AB1.cPa452.18-CamPar
RETROSEQ_chr1:5415724-5415824	cPa176	Beta-like1	ERV-AB1.cPa176.7-CamPar
RETROSEQ_chr1:5417135-5417235	cPa15	SnRV-like	ERV-S.cPa15.5-CamPar
RETROSEQ_chr1:5427808-5428068	cPa199	Beta-like2	ERV-AB2.cPa199.24-CamPar
RETROSEQ_chr1:5428116-5428246	cPa199	Beta-like2	ERV-AB2.cPa199.25-CamPar
RETROSEQ_chr1:5454327-5454466	cPa182	Alpha-like	ERV-AB.cPa182.1-CamPar
RETROSEQ_chr1:5458479-5458605	PERV_AJ293656	Gamma	ERV-PERV.7-CamPar
RETROSEQ_chr1:5462003-5462103	cPa194	Beta-like1	ERV-AB1.cPa194.13-CamPar
RETROSEQ_chr1:5475621-5475721	cPa140	SnRV-like	ERV-S.cPa140.31-CamPar
RETROSEQ_chr1:5492496-5492606	cPa450	Gamma-like	ERV-GE.cPa450.15-CamPar
RETROSEQ_chr1:5502778-5502883	cPa140	SnRV-like	ERV-S.cPa140.32-CamPar
RETROSEQ_chr1:5502894-5502998	cPa248	SnRV-like	ERV-S.cPa248.9-CamPar
RETROSEQ_chr1:5518546-5518800	cPa452	Beta-like1	ERV-AB1.cPa452.19-CamPar
RETROSEQ_chr1:5524910-5525092	cPa199	Beta-like2	ERV-AB2.cPa199.26-CamPar
RETROSEQ_chr1:5526639-5526739	cPa450	Gamma-like	ERV-GE.cPa450.16-CamPar
RETROSEQ_chr1:5529717-5529817	cPa200	Beta-like1	ERV-AB1.cPa200.15-CamPar
RETROSEQ_chr1:5529852-5529952	cPa248	SnRV-like	ERV-S.cPa248.10-CamPar
RETROSEQ_chr1:5530029-5530200	cPa140	SnRV-like	ERV-S.cPa140.33-CamPar
RETROSEQ_chr1:5530276-5530376	cPa140	SnRV-like	ERV-S.cPa140.34-CamPar
DELLY_chr1:5563499-5569976	cPa248	SnRV-like	ERV-S.cPa248.11-CamPar
CNV_chr1:5563501-5572800	cPa248	SnRV-like	ERV-S.cPa248.12-CamPar
RETROSEQ_chr1:5564890-5564990	cPa443	SnRV-like	ERV-S.cPa443.12-CamPar
RETROSEQ_chr1:5575569-5575686	cPa140	SnRV-like	ERV-S.cPa140.35-CamPar
RETROSEQ_chr1:5575709-5575907	cPa248	SnRV-like	ERV-S.cPa248.13-CamPar
RETROSEQ_chr1:5575994-5576094	cPa248	SnRV-like	ERV-S.cPa248.14-CamPar
RETROSEQ_chr1:5587601-5587847	cPa194	Beta-like1	ERV-AB1.cPa194.14-CamPar
RETROSEQ_chr1:5588222-5588325	cPa273	Gamma-like	ERV-GE.cPa273.5-CamPar
RETROSEQ_chr1:5684385-5684525	cPa450	Gamma-like	ERV-GE.cPa450.17-CamPar
RETROSEQ_chr1:5698797-5698897	cPa529	Beta-like1	ERV-AB1.cPa529.2-CamPar
RETROSEQ_chr1:5698909-5699009	cPa529	Beta-like1	ERV-AB1.cPa529.3-CamPar
RETROSEQ_chr1:5727616-5727903	cPa199	Beta-like2	ERV-AB2.cPa199.27-CamPar
RETROSEQ_chr1:5744143-5744243	cPa194	Beta-like1	ERV-AB1.cPa194.15-CamPar
RETROSEQ_chr1:5744590-5744926	cPa199	Beta-like2	ERV-AB2.cPa199.28-CamPar
RETROSEQ_chr1:5746500-5746600	cPa308	Beta-like2	ERV-AB2.cPa308.22-CamPar
RETROSEQ_chr1:5755576-5755676	cPa220	Beta-like1	ERV-AB1.cPa220.1-CamPar
RETROSEQ_chr1:5779646-5779746	cPa140	SnRV-like	ERV-S.cPa140.36-CamPar
RETROSEQ_chr1:5817669-5817769	HERV-F_repbase_HERVFH19I_LTR19A	Gamma-like	ERV-HERVF.1-CamPar
RETROSEQ_chr1:5817776-5817933	cPa200	Beta-like1	ERV-AB1.cPa200.16-CamPar
RETROSEQ_chr1:5817962-5818088	cPa200	Beta-like1	ERV-AB1.cPa200.17-CamPar
RETROSEQ_chr1:5847384-5847484	cPa391	Beta-like2	ERV-AB2.cPa391.6-CamPar
RETROSEQ_chr1:5853046-5853146	cPa391	Beta-like2	ERV-AB2.cPa391.7-CamPar
RETROSEQ_chr1:5894827-5894927	cPa450	Gamma-like	ERV-GE.cPa450.18-CamPar
RETROSEQ_chr1:5899281-5899521	cPa542	Beta-like1	ERV-AB1.cPa542.4-CamPar
RETROSEQ_chr1:5908257-5908657	cPa199	Beta-like2	ERV-AB2.cPa199.29-CamPar
RETROSEQ_chr1:5924627-5924727	cPa140	SnRV-like	ERV-S.cPa140.37-CamPar
RETROSEQ_chr1:5959318-5959572	cPa443	SnRV-like	ERV-S.cPa443.13-CamPar
RETROSEQ_chr1:5998979-5999079	PERV_AJ293656	Gamma	ERV-PERV.8-CamPar
RETROSEQ_chr1:6008497-6008597	cPa450	Gamma-like	ERV-GE.cPa450.19-CamPar
RETROSEQ_chr1:6012836-6012943	cPa452	Beta-like1	ERV-AB1.cPa452.20-CamPar
RETROSEQ_chr1:6099146-6099246	cPa308	Beta-like2	ERV-AB2.cPa308.23-CamPar
RETROSEQ_chr1:6119697-6119797	cPa424	Beta-like2	ERV-AB2.cPa424.4-CamPar
RETROSEQ_chr1:6122424-6122566	cPa482	Beta-like1	ERV-AB1.cPa482.2-CamPar
RETROSEQ_chr1:6131096-6131196	cPa363	Beta-like1	ERV-AB1.cPa363.8-CamPar
RETROSEQ_chr1:6131314-6131441	cPa363	Beta-like1	ERV-AB1.cPa363.9-CamPar
RETROSEQ_chr1:6131524-6131624	cPa452	Beta-like1	ERV-AB1.cPa452.21-CamPar
RETROSEQ_chr1:6149062-6149162	cPa176	Beta-like1	ERV-AB1.cPa176.8-CamPar
RETROSEQ_chr1:6198908-6199015	cPa62	Gamma-like	ERV-GE.cPa62.1-CamPar
