locus,erv.assigned
RETROSEQ_chr1:1973789-1973889,HML6_repbase_HERVK3I_LTR3
RETROSEQ_chr1:19829999-19830099,cPa140
RETROSEQ_chr1:19874491-19874668,cPa486
RETROSEQ_chr1:1991592-1991709,HERVHcons|HIV1_NC001802
RETROSEQ_chr1:19916953-19917053,cPa101
RETROSEQ_chr1:19919316-19919416,cPa452
RETROSEQ_chr1:19937132-19937232,cPa530
RETROSEQ_chr1:20021396-20021496,cPa220
RETROSEQ_chr1:20084055-20084166,cPa140
RETROSEQ_chr1:2010713-2010813,HERVHcons
RETROSEQ_chr1:2011211-2011447,PERV_AJ293656
RETROSEQ_chr1:2012600-2012700,HERVHcons
RETROSEQ_chr1:20129156-20129256,cPa248
RETROSEQ_chr1:2033247-2033347,cPa200
RETROSEQ_chr1:2036719-2036959,cPa50
RETROSEQ_chr1:20385146-20385246,cPa140
RETROSEQ_chr1:20582217-20582317,cPa391
RETROSEQ_chr1:20601016-20601116,cPa452
RETROSEQ_chr1:20601154-20601340,cPa452
RETROSEQ_chr1:20618247-20618347,cPa452
RETROSEQ_chr1:2072693-2072846,cPa199
RETROSEQ_chr1:20803136-20803236,cPa391
RETROSEQ_chr1:20811881-20811981,cPa391
RETROSEQ_chr1:20831904-20832004,cPa452
RETROSEQ_chr1:208328-208428,cPa227
RETROSEQ_chr1:20885125-20885368,cPa127
RETROSEQ_chr1:2095727-2095827,cPa357
RETROSEQ_chr1:20971959-20972059,cPa529
RETROSEQ_chr1:21077152-21077298,cPa142
RETROSEQ_chr1:21079387-21079487,cPa150
RETROSEQ_chr1:2109516-2109661,cPa200
RETROSEQ_chr1:2109666-2109766,cPa200
RETROSEQ_chr1:211495-211614,cPa308
RETROSEQ_chr1:211688-211853,cPa308
RETROSEQ_chr1:2117301-2117401,cPa260
RETROSEQ_chr1:2117462-2117566,cPa228
RETROSEQ_chr1:2121342-2121442,HERVHcons
RETROSEQ_chr1:2121451-2121555,HERVHcons
RETROSEQ_chr1:2122249-2122349,PERVC_HM159246
RETROSEQ_chr1:21226661-21226948,cPa450
RETROSEQ_chr1:21304645-21304748,cPa140
RETROSEQ_chr1:21313340-21313446,cPa529
RETROSEQ_chr1:2132307-2132628,cPa140
RETROSEQ_chr1:21334322-21334437,cPa391
RETROSEQ_chr1:21359702-21359940,cPa529
RETROSEQ_chr1:21408353-21408453,cPa529
RETROSEQ_chr1:21431522-21431711,cPa542
RETROSEQ_chr1:21490212-21490371,cPa529
RETROSEQ_chr1:21494825-21494925,cPa257
RETROSEQ_chr1:21495058-21495158,cPa257
RETROSEQ_chr1:215058-215158,cPa260
RETROSEQ_chr1:2151591-2151693,cPa228
RETROSEQ_chr1:21600379-21600479,cPa529
RETROSEQ_chr1:216704-216804,cPa260|cPa71
RETROSEQ_chr1:21775034-21775438,cPa452
RETROSEQ_chr1:2181994-2182178,cPa200
RETROSEQ_chr1:2182231-2182367,cPa200
RETROSEQ_chr1:21891238-21891653,cPa452
RETROSEQ_chr1:21906841-21907018,cPa391
RETROSEQ_chr1:22007197-22007309,cPa199
RETROSEQ_chr1:22008053-22008162,cPa529
RETROSEQ_chr1:22025088-22025188,cPa387
RETROSEQ_chr1:22038511-22038623,cPa529
RETROSEQ_chr1:22084320-22084420,cPa391
RETROSEQ_chr1:22101607-22101707,cPa15
RETROSEQ_chr1:22149245-22149345,cPa391
RETROSEQ_chr1:22179222-22179322,cPa479
RETROSEQ_chr1:2218642-2218994,cPa290|rRVRV_JQ303225
RETROSEQ_chr1:22187087-22187187,cPa220
RETROSEQ_chr1:22188410-22188628,cPa332
RETROSEQ_chr1:22201149-22201250,cPa220
RETROSEQ_chr1:2221897-2221997,cPa327|cPa452
RETROSEQ_chr1:22256334-22256434,cPa109|cPa224
RETROSEQ_chr1:22399272-22399390,cPa529
RETROSEQ_chr1:22461761-22461863,cPa529
RETROSEQ_chr1:22466525-22466637,cPa248
RETROSEQ_chr1:22469429-22469537,cPa15
RETROSEQ_chr1:22491998-22492098,cPa540
RETROSEQ_chr1:22492179-22492291,cPa540
RETROSEQ_chr1:22505309-22505409,cPa529
RETROSEQ_chr1:2250775-2250875,cPa542
RETROSEQ_chr1:22523651-22523847,cPa140
RETROSEQ_chr1:22565908-22566008,PERV_AJ293656
RETROSEQ_chr1:22566510-22566610,PERV_AJ293656
RETROSEQ_chr1:22580743-22580843,cPa142
RETROSEQ_chr1:22612033-22612152,cPa150
RETROSEQ_chr1:22620980-22621080,cPa101
RETROSEQ_chr1:2262971-2263071,cPa228
RETROSEQ_chr1:2263109-2263293,cPa228
RETROSEQ_chr1:22646007-22646107,cPa529
RETROSEQ_chr1:22651883-22652048,cPa246
RETROSEQ_chr1:22660974-22661115,cPa15
RETROSEQ_chr1:22662853-22662953,cPa150
RETROSEQ_chr1:22696211-22696407,cPa332
RETROSEQ_chr1:22714522-22714763,cPa452
RETROSEQ_chr1:22726507-22726851,cPa216
RETROSEQ_chr1:2273174-2273274,HERV_I_repbase_HERVI_LTR10B
RETROSEQ_chr1:2273338-2273524,cPa486
RETROSEQ_chr1:2274075-2274341,cPa486
RETROSEQ_chr1:2277179-2277279,cPa543
RETROSEQ_chr1:22772407-22772509,cPa220
RETROSEQ_chr1:2277346-2277537,cPa176|cPa199|cPa543
RETROSEQ_chr1:2277575-2277675,cPa199
RETROSEQ_chr1:22805917-22806017,cPa60
RETROSEQ_chr1:2282184-2282284,cPa552
RETROSEQ_chr1:2282338-2282438,cPa552
RETROSEQ_chr1:22832886-22832986,cPa273|cPa482|cPa542
RETROSEQ_chr1:22861263-22861363,cPa529
RETROSEQ_chr1:22861629-22861729,cPa18
RETROSEQ_chr1:22867029-22867300,cPa199
RETROSEQ_chr1:22875712-22875812,cPa529
RETROSEQ_chr1:22896023-22896148,cPa332
RETROSEQ_chr1:22904921-22905021,cPa142
RETROSEQ_chr1:22905046-22905146,cPa101
RETROSEQ_chr1:22907433-22907651,cPa14
RETROSEQ_chr1:22920700-22920862,cPa190
RETROSEQ_chr1:22933412-22933533,cPa523
RETROSEQ_chr1:22934343-22934443,cPa220
RETROSEQ_chr1:22968752-22968919,cPa18
RETROSEQ_chr1:22978019-22978140,cPa529
RETROSEQ_chr1:2298759-2298859,cPa194
RETROSEQ_chr1:22996732-22996972,cPa4
RETROSEQ_chr1:2300961-2301279,cPa486
RETROSEQ_chr1:23013863-23013963,cPa390
RETROSEQ_chr1:23016119-23016219,cPa529
RETROSEQ_chr1:23095132-23095232,cPa173
RETROSEQ_chr1:23106774-23107046,cPa142
RETROSEQ_chr1:23125229-23125477,cPa450
RETROSEQ_chr1:23128580-23128680,cPa241
RETROSEQ_chr1:2318364-2318464,cPa228
RETROSEQ_chr1:23203575-23203675,cPa201
RETROSEQ_chr1:23233363-23233529,cPa34
RETROSEQ_chr1:23270636-23270779,cPa176
RETROSEQ_chr1:23311273-23311414,cPa248
RETROSEQ_chr1:23367295-23367402,cPa220
RETROSEQ_chr1:23372449-23372549,cPa273|cPa542
RETROSEQ_chr1:23380502-23380602,cPa220
RETROSEQ_chr1:23383040-23383140,cPa104
RETROSEQ_chr1:23383181-23383281,cPa190
RETROSEQ_chr1:23458904-23459019,cPa264
RETROSEQ_chr1:23481818-23481918,cPa391
RETROSEQ_chr1:23587665-23587765,cPa452
RETROSEQ_chr1:2360164-2360264,HIV1_NC001802
RETROSEQ_chr1:23601673-23601773,cPa333
RETROSEQ_chr1:23620941-23621093,cPa220
RETROSEQ_chr1:2362332-2362508,cPa260
RETROSEQ_chr1:2362552-2362652,rRVRV_JQ303225
RETROSEQ_chr1:23659837-23659937,cPa224
RETROSEQ_chr1:2366971-2367071,cPa255
RETROSEQ_chr1:2367108-2367208,cPa200
RETROSEQ_chr1:23735327-23735427,cPa452
RETROSEQ_chr1:23762389-23762489,cPa391
RETROSEQ_chr1:2379612-2379712,cPa50
RETROSEQ_chr1:23812235-23812335,cPa391
RETROSEQ_chr1:238152-238252,cPa228
RETROSEQ_chr1:23819127-23819227,cPa327
RETROSEQ_chr1:23822375-23822475,cPa190
RETROSEQ_chr1:23822484-23822682,cPa104
RETROSEQ_chr1:23823807-23823907,cPa220
RETROSEQ_chr1:2385943-2386244,cPa486
RETROSEQ_chr1:2386263-2386375,cPa353|cPa486|cPa542
RETROSEQ_chr1:2386625-2386725,cPa199
RETROSEQ_chr1:23901625-23901725,cPa529
RETROSEQ_chr1:23936080-23936408,cPa452
RETROSEQ_chr1:23985345-23985631,cPa452
RETROSEQ_chr1:23995977-23996077,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:24003116-24003216,cPa479
RETROSEQ_chr1:24003228-24003356,cPa150
RETROSEQ_chr1:2405996-2406179,cPa260
RETROSEQ_chr1:2406186-2406409,cPa260
RETROSEQ_chr1:24063800-24063920,cPa443
RETROSEQ_chr1:2409389-2409489,cPa264
RETROSEQ_chr1:24257138-24257238,VISNA_S55323
RETROSEQ_chr1:24266235-24266335,cPa220
RETROSEQ_chr1:24405691-24405791,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:2441596-2441860,cPa199
RETROSEQ_chr1:24420748-24420848,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:24490101-24490201,cPa127
RETROSEQ_chr1:2449091-2449191,VISNA_S55323
RETROSEQ_chr1:24532070-24532182,cPa205|cPa353|cPa447|cPa62
RETROSEQ_chr1:24562468-24562568,cPa140
RETROSEQ_chr1:24660188-24660288,cPa188
RETROSEQ_chr1:2466034-2466314,cPa443
RETROSEQ_chr1:2466410-2466510,cPa443
RETROSEQ_chr1:24668242-24668466,cPa452
RETROSEQ_chr1:24685502-24685619,cPa140
RETROSEQ_chr1:24688968-24689092,cPa363
RETROSEQ_chr1:2473063-2473163,cPa526
RETROSEQ_chr1:2476159-2476263,cPa228
RETROSEQ_chr1:24829277-24829381,cPa391
RETROSEQ_chr1:24845700-24845800,PERV_AJ293656
RETROSEQ_chr1:2497166-2497266,cPa452
RETROSEQ_chr1:24979205-24979305,cPa391
RETROSEQ_chr1:2502792-2502892,cPa127
RETROSEQ_chr1:25111748-25111913,cPa363
RETROSEQ_chr1:25192291-25192412,cPa443
RETROSEQ_chr1:25195857-25195973,cPa71
RETROSEQ_chr1:25289381-25289537,cPa101
RETROSEQ_chr1:25318383-25318495,cPa452
RETROSEQ_chr1:2532329-2532547,cPa199|cPa273|cPa482|cPa542
RETROSEQ_chr1:253274-253710,cPa260
RETROSEQ_chr1:2535734-2535834,cPa363
RETROSEQ_chr1:25529009-25529109,cPa109
RETROSEQ_chr1:25529146-25529290,PERV_AJ293656
RETROSEQ_chr1:25534503-25534603,cPa363
RETROSEQ_chr1:2555492-2555738,cPa450
RETROSEQ_chr1:255849-255949,cPa308
RETROSEQ_chr1:25677645-25677752,cPa285
RETROSEQ_chr1:25750983-25751095,cPa248
RETROSEQ_chr1:25791-25891,cPa391
RETROSEQ_chr1:258102-258202,cPa260|cPa71
RETROSEQ_chr1:25824341-25824441,cPa452
RETROSEQ_chr1:258253-258353,cPa260|cPa379|cPa71
RETROSEQ_chr1:25843622-25843722,cPa140
RETROSEQ_chr1:25889688-25889870,cPa450
RETROSEQ_chr1:25889961-25890061,cPa450
RETROSEQ_chr1:25892119-25892443,cPa583
RETROSEQ_chr1:2592223-2592355,FrMuLV_NC001362
RETROSEQ_chr1:2592408-2592508,FrMuLV_NC001362
RETROSEQ_chr1:25925680-25925835,cPa308
RETROSEQ_chr1:2600079-2600179,cPa50
RETROSEQ_chr1:2600228-2600537,HERVHcons
RETROSEQ_chr1:26065050-26065150,cPa248
RETROSEQ_chr1:2608518-2608618,cPa452
RETROSEQ_chr1:26087954-26088063,cPa140
RETROSEQ_chr1:2610270-2610379,cPa260|cPa290
RETROSEQ_chr1:26148612-26148712,cPa391
RETROSEQ_chr1:26177001-26177101,cPa505
RETROSEQ_chr1:2618513-2618613,cPa228
RETROSEQ_chr1:2628582-2628692,cPa260
RETROSEQ_chr1:26326882-26326982,cPa248
RETROSEQ_chr1:26328494-26328621,cPa264
RETROSEQ_chr1:26328938-26329038,cPa264
RETROSEQ_chr1:26404818-26404918,cPa526
RETROSEQ_chr1:26476148-26476248,cPa391
RETROSEQ_chr1:26482994-26483107,cPa140
RETROSEQ_chr1:26642944-26643044,WDSV_NC001867
RETROSEQ_chr1:26662586-26662693,cPa140
RETROSEQ_chr1:26740003-26740123,cPa140
RETROSEQ_chr1:26760699-26760878,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr1:26902802-26902902,CAEV_NC001463
RETROSEQ_chr1:26910837-26910954,cPa363
RETROSEQ_chr1:269968-270407,cPa260
RETROSEQ_chr1:27059652-27059752,cPa530
RETROSEQ_chr1:27091375-27091598,cPa163
RETROSEQ_chr1:2713596-2713696,cPa216|cPa260
RETROSEQ_chr1:2713816-2713916,cPa260
RETROSEQ_chr1:27353438-27353546,cPa363
RETROSEQ_chr1:27363400-27363504,cPa140
RETROSEQ_chr1:27383436-27383572,cPa109
RETROSEQ_chr1:2763323-2763442,cPa260
RETROSEQ_chr1:27646000-27646100,cPa391
RETROSEQ_chr1:27709134-27709234,cPa363
RETROSEQ_chr1:27709284-27709384,cPa452
RETROSEQ_chr1:2771014-2771114,cPa290
RETROSEQ_chr1:2771168-2771344,cPa290
RETROSEQ_chr1:27742683-27742783,cPa482
RETROSEQ_chr1:27763310-27763410,cPa572
RETROSEQ_chr1:27763482-27763778,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr1:27790690-27790891,cPa199
RETROSEQ_chr1:27825706-27825838,cPa545
RETROSEQ_chr1:2783203-2783303,cPa50
RETROSEQ_chr1:2783358-2783534,cPa353
RETROSEQ_chr1:27850576-27850676,cPa540
RETROSEQ_chr1:27850752-27850866,cPa241
RETROSEQ_chr1:2794426-2794696,cPa140
RETROSEQ_chr1:2794708-2794890,cPa140|cPa248
RETROSEQ_chr1:2797487-2797667,cPa140
RETROSEQ_chr1:27977729-27977829,PERV_AJ293656
RETROSEQ_chr1:28021918-28022018,cPa15
RETROSEQ_chr1:28022137-28022270,cPa15
RETROSEQ_chr1:28055052-28055152,PERV_AJ293656
RETROSEQ_chr1:2812248-2812353,cPa199
RETROSEQ_chr1:2812355-2812537,cPa199
RETROSEQ_chr1:2812598-2812698,cPa199
RETROSEQ_chr1:28133907-28134066,cPa142
RETROSEQ_chr1:28137724-28137824,cPa199|cPa273
RETROSEQ_chr1:2816202-2816302,PERVC_HM159246
RETROSEQ_chr1:28193617-28193834,cPa140
RETROSEQ_chr1:28198721-28198821,cPa332
RETROSEQ_chr1:28199393-28199493,cPa402
RETROSEQ_chr1:28233956-28234140,cPa152
RETROSEQ_chr1:28234146-28234270,cPa152
RETROSEQ_chr1:2823550-2823650,cPa452
RETROSEQ_chr1:2827386-2827486,cPa400
RETROSEQ_chr1:28302472-28302683,cPa391
RETROSEQ_chr1:28302689-28302797,cPa391
RETROSEQ_chr1:2831076-2831176,MER52A_repbase_MER52AI_MER52A
RETROSEQ_chr1:28400570-28400677,cPa224
RETROSEQ_chr1:28408582-28408694,cPa529
RETROSEQ_chr1:28445358-28445458,cPa127
RETROSEQ_chr1:28577610-28577724,cPa199|cPa542
RETROSEQ_chr1:28578112-28578212,cPa248
RETROSEQ_chr1:28626617-28626717,cPa200|cPa224
RETROSEQ_chr1:28645799-28645899,cPa194
RETROSEQ_chr1:28659089-28659189,cPa157
RETROSEQ_chr1:28834233-28834362,cPa248
RETROSEQ_chr1:28858069-28858174,MLV_Pmv4
RETROSEQ_chr1:2888677-2888777,cPa140
RETROSEQ_chr1:28887037-28887184,cPa452
RETROSEQ_chr1:2888946-2889046,cPa140
RETROSEQ_chr1:2892830-2892930,cPa109
RETROSEQ_chr1:2892999-2893099,cPa109
RETROSEQ_chr1:2894504-2894604,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:28945370-28945476,cPa475
RETROSEQ_chr1:289536-289636,cPa572
RETROSEQ_chr1:289661-289761,cPa572
RETROSEQ_chr1:28999223-28999406,cPa333
RETROSEQ_chr1:2908273-2908373,cPa530
RETROSEQ_chr1:29232614-29232779,cPa475
RETROSEQ_chr1:292367-292792,cPa260
RETROSEQ_chr1:29287928-29288040,cPa140
RETROSEQ_chr1:293221-293505,cPa260
RETROSEQ_chr1:2932543-2932685,BLV_NC001414
RETROSEQ_chr1:2932701-2932952,BLV_NC001414
RETROSEQ_chr1:29362145-29362245,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:29373060-29373160,cPa363
RETROSEQ_chr1:29498359-29498459,KWERV_GQ222416
RETROSEQ_chr1:2954955-2955055,cPa248
RETROSEQ_chr1:29649457-29649579,cPa452
RETROSEQ_chr1:29652991-29653164,cPa452
RETROSEQ_chr1:29653903-29654050,cPa529
RETROSEQ_chr1:29661983-29662083,cPa391
RETROSEQ_chr1:29773959-29774059,cPa391
RETROSEQ_chr1:2979704-2979804,HERV_I_repbase_HERVI_LTR10B
RETROSEQ_chr1:29805524-29805624,cPa511
RETROSEQ_chr1:2987776-2987876,cPa260
RETROSEQ_chr1:2994195-2994335,HIV1_NC001802
RETROSEQ_chr1:3002191-3002291,cPa199
RETROSEQ_chr1:3021839-3021939,cPa583
RETROSEQ_chr1:30284461-30284580,cPa199
RETROSEQ_chr1:30340213-30340313,cPa333
RETROSEQ_chr1:30427027-30427147,cPa199
RETROSEQ_chr1:30444267-30444397,cPa353
RETROSEQ_chr1:30479491-30479627,cPa452
RETROSEQ_chr1:30479802-30479903,cPa363
RETROSEQ_chr1:30480064-30480164,cPa452
RETROSEQ_chr1:30498558-30498658,cPa140
RETROSEQ_chr1:30670432-30670532,cPa452
RETROSEQ_chr1:30738616-30738716,cPa140
RETROSEQ_chr1:3086504-3086604,cPa424
RETROSEQ_chr1:308662-308762,cPa260
RETROSEQ_chr1:308826-308926,cPa260
RETROSEQ_chr1:30887923-30888031,cPa196
RETROSEQ_chr1:309232-309486,cPa327
RETROSEQ_chr1:309603-309848,cPa452
RETROSEQ_chr1:3103434-3103534,cPa199|cPa542
RETROSEQ_chr1:310514-310970,cPa183
RETROSEQ_chr1:31130667-31130767,cPa391
RETROSEQ_chr1:3113451-3113551,cPa200
RETROSEQ_chr1:31159743-31159957,cPa555
RETROSEQ_chr1:3127394-3127494,cPa447
RETROSEQ_chr1:31298486-31298639,cPa140
RETROSEQ_chr1:31314774-31314874,PERV_AJ293656
RETROSEQ_chr1:31315291-31315510,PERV_AJ293656
RETROSEQ_chr1:31315534-31315696,PERV_AJ293656
RETROSEQ_chr1:3134087-3134322,cPa260
RETROSEQ_chr1:3134337-3134437,cPa260
RETROSEQ_chr1:314944-315080,HERVHcons
RETROSEQ_chr1:31549523-31549657,cPa452
RETROSEQ_chr1:31576931-31577146,cPa353
RETROSEQ_chr1:31691505-31691868,cPa542
RETROSEQ_chr1:31727824-31728181,cPa199
RETROSEQ_chr1:31736950-31737050,cPa363
RETROSEQ_chr1:31742958-31743058,cPa452
RETROSEQ_chr1:31761541-31761641,cPa391
RETROSEQ_chr1:31878181-31878281,cPa452
RETROSEQ_chr1:31879979-31880294,cPa95
RETROSEQ_chr1:31896313-31896439,cPa163
RETROSEQ_chr1:31896457-31896557,cPa163
RETROSEQ_chr1:31949629-31949729,cPa327|cPa452
RETROSEQ_chr1:31958286-31958386,cPa529
RETROSEQ_chr1:3197864-3198010,cPa563
RETROSEQ_chr1:32003076-32003221,cPa227|cPa542
RETROSEQ_chr1:32051853-32051953,cPa363
RETROSEQ_chr1:32060484-32060584,cPa140
RETROSEQ_chr1:32070791-32070957,cPa140
RETROSEQ_chr1:3209686-3209786,cPa228
RETROSEQ_chr1:32120486-32120586,cPa109
RETROSEQ_chr1:32128371-32128471,cPa332
RETROSEQ_chr1:32155802-32155902,cPa109
RETROSEQ_chr1:32155926-32156026,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:32189764-32189864,cPa333
RETROSEQ_chr1:32192384-32192484,cPa529
RETROSEQ_chr1:32200346-32200522,cPa542
RETROSEQ_chr1:32207794-32207894,cPa140
RETROSEQ_chr1:32274474-32274630,cPa140
RETROSEQ_chr1:32299760-32299860,cPa391
RETROSEQ_chr1:32318326-32318426,cPa391
RETROSEQ_chr1:32320540-32320651,cPa150
RETROSEQ_chr1:3233072-3233215,cPa50
RETROSEQ_chr1:32372544-32372644,cPa140
RETROSEQ_chr1:32424672-32424772,cPa109
RETROSEQ_chr1:32424808-32424908,cPa511
RETROSEQ_chr1:32448211-32448324,cPa140
RETROSEQ_chr1:3246892-3246992,cPa200
RETROSEQ_chr1:32515288-32515388,cPa257
RETROSEQ_chr1:32565166-32565266,cPa363
RETROSEQ_chr1:32620848-32620948,cPa140
RETROSEQ_chr1:32741543-32741677,cPa452
RETROSEQ_chr1:3283600-3283700,cPa260
RETROSEQ_chr1:32871155-32871445,cPa285
RETROSEQ_chr1:32878234-32878378,cPa140
RETROSEQ_chr1:3289665-3289765,cPa140
RETROSEQ_chr1:3289830-3289939,cPa140
RETROSEQ_chr1:3290107-3290251,cPa140
RETROSEQ_chr1:32924971-32925072,cPa205|cPa353|cPa390|cPa62
RETROSEQ_chr1:33040569-33040669,MoMLV_J02255|PERV_AJ293656
RETROSEQ_chr1:33044367-33044467,MoMLV_J02255
RETROSEQ_chr1:33048919-33049019,MoMLV_J02255
RETROSEQ_chr1:33049111-33049211,PERV_AJ293656
RETROSEQ_chr1:33049243-33049343,PERV_AJ293656
RETROSEQ_chr1:33110354-33110479,PtERV1_AC142352
RETROSEQ_chr1:33199114-33199214,cPa391
RETROSEQ_chr1:33294932-33295032,cPa101
RETROSEQ_chr1:33496156-33496256,cPa543
RETROSEQ_chr1:3352101-3352411,cPa140
RETROSEQ_chr1:3357151-3357282,cPa183
RETROSEQ_chr1:33588738-33588838,cPa452
RETROSEQ_chr1:33589001-33589101,cPa452
RETROSEQ_chr1:33629387-33629487,PERV_AJ293656
RETROSEQ_chr1:33743849-33744007,cPa452
RETROSEQ_chr1:33744050-33744170,cPa363
RETROSEQ_chr1:3377265-3377365,cPa543
RETROSEQ_chr1:33844305-33844405,cPa450
RETROSEQ_chr1:33888591-33889009,cPa555
RETROSEQ_chr1:3413090-3413190,HIV1_NC001802
RETROSEQ_chr1:34134013-34134113,cPa4
RETROSEQ_chr1:3422114-3422216,cPa173
RETROSEQ_chr1:34246567-34246667,cPa391
RETROSEQ_chr1:34302635-34302735,cPa583
RETROSEQ_chr1:34302737-34302837,cPa583
RETROSEQ_chr1:34320047-34320340,cPa273
RETROSEQ_chr1:34346588-34346688,cPa379
RETROSEQ_chr1:34361221-34361338,cPa308
RETROSEQ_chr1:34441608-34441806,cPa540
RETROSEQ_chr1:34475380-34475543,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:34483470-34483580,cPa140
RETROSEQ_chr1:34509562-34509662,cPa332
RETROSEQ_chr1:34565917-34566017,cPa224
RETROSEQ_chr1:3457714-3457814,cPa308
RETROSEQ_chr1:34590315-34590415,cPa357
RETROSEQ_chr1:3459980-3460217,cPa140
RETROSEQ_chr1:3460228-3460412,cPa140
RETROSEQ_chr1:34602596-34602696,cPa333
RETROSEQ_chr1:34687731-34687836,cPa241
RETROSEQ_chr1:3469692-3469792,cPa260
RETROSEQ_chr1:34709362-34709491,cPa224
RETROSEQ_chr1:34811999-34812114,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:3482767-3482867,cPa50
RETROSEQ_chr1:3483459-3483559,cPa130
RETROSEQ_chr1:34845899-34846081,cPa190
RETROSEQ_chr1:34908336-34908436,cPa391
RETROSEQ_chr1:3491845-3491945,cPa450
RETROSEQ_chr1:3491974-3492074,cPa450
RETROSEQ_chr1:34921751-34921851,VISNA_S55323
RETROSEQ_chr1:35006969-35007069,cPa101
RETROSEQ_chr1:35014036-35014136,cPa302
RETROSEQ_chr1:3501697-3501808,cPa264
RETROSEQ_chr1:35038966-35039066,cPa101
RETROSEQ_chr1:3507131-3507231,cPa452
RETROSEQ_chr1:3507249-3507349,cPa327
RETROSEQ_chr1:35183635-35183735,cPa163
RETROSEQ_chr1:35186-35286,PERVC_HM159246
RETROSEQ_chr1:35204046-35204379,cPa452
RETROSEQ_chr1:35276706-35276806,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr1:35317154-35317467,cPa542
RETROSEQ_chr1:35343232-35343332,cPa140
RETROSEQ_chr1:3539648-3539748,cPa572
RETROSEQ_chr1:3539825-3539936,cPa572
RETROSEQ_chr1:3547829-3547929,cPa332
RETROSEQ_chr1:3547947-3548047,cPa332
RETROSEQ_chr1:35521022-35521144,cPa11
RETROSEQ_chr1:35530619-35530876,cPa256
RETROSEQ_chr1:35540971-35541116,cPa127
RETROSEQ_chr1:35552923-35553023,cPa220
RETROSEQ_chr1:35614946-35615046,cPa220
RETROSEQ_chr1:35619076-35619475,cPa529
RETROSEQ_chr1:35660261-35660361,cPa391
RETROSEQ_chr1:35679736-35679847,cPa363
RETROSEQ_chr1:35711777-35711889,cPa363
RETROSEQ_chr1:35717368-35717468,cPa391
RETROSEQ_chr1:35719570-35719670,cPa540
RETROSEQ_chr1:35731490-35731590,cPa529
RETROSEQ_chr1:35749474-35749574,cPa391
RETROSEQ_chr1:35813166-35813361,cPa248
RETROSEQ_chr1:35881877-35882162,cPa248
RETROSEQ_chr1:35885348-35885463,cPa140
RETROSEQ_chr1:3593568-3594031,cPa140
RETROSEQ_chr1:3597044-3597144,cPa200
RETROSEQ_chr1:3597794-3597955,cPa50
RETROSEQ_chr1:35988781-35988881,cPa529
RETROSEQ_chr1:35988886-35989032,cPa529
RETROSEQ_chr1:35993706-35993806,cPa220
RETROSEQ_chr1:36010747-36010847,cPa257
RETROSEQ_chr1:3601895-3601995,cPa200
RETROSEQ_chr1:36025031-36025136,cPa391
RETROSEQ_chr1:36060129-36060236,cPa452
RETROSEQ_chr1:36068874-36069035,cPa529
RETROSEQ_chr1:36071346-36071449,cPa150
RETROSEQ_chr1:36076285-36076385,cPa220
RETROSEQ_chr1:36089795-36089895,cPa529
RETROSEQ_chr1:36135668-36135768,cPa18
RETROSEQ_chr1:3616840-3617036,PERVC_HM159246
RETROSEQ_chr1:36249473-36249573,cPa529
RETROSEQ_chr1:3625509-3625609,cPa308
RETROSEQ_chr1:36259607-36259707,cPa540
RETROSEQ_chr1:36278317-36278417,cPa220
RETROSEQ_chr1:3631263-3631646,cPa140
RETROSEQ_chr1:36329215-36329338,cPa220
RETROSEQ_chr1:36330322-36330422,cPa391
RETROSEQ_chr1:36330519-36330619,cPa127
RETROSEQ_chr1:36348607-36348897,cPa220
RETROSEQ_chr1:36360712-36360812,cPa150
RETROSEQ_chr1:3636212-3636312,cPa199
RETROSEQ_chr1:36437662-36437765,cPa140
RETROSEQ_chr1:36441369-36441469,cPa14
RETROSEQ_chr1:36459760-36459994,cPa452
RETROSEQ_chr1:3646582-3646689,cPa482
RETROSEQ_chr1:36470628-36470728,HML2_Pheonix
RETROSEQ_chr1:36481570-36481689,cPa14
RETROSEQ_chr1:3648956-3649056,HIV1_NC001802
RETROSEQ_chr1:36506048-36506148,cPa529
RETROSEQ_chr1:36507847-36507947,PERV_AJ293656
RETROSEQ_chr1:36507994-36508094,PERV_AJ293656
RETROSEQ_chr1:36512121-36512242,cPa529
RETROSEQ_chr1:36519177-36519424,cPa15
RETROSEQ_chr1:36566446-36566643,cPa529
RETROSEQ_chr1:36567366-36567466,cPa486
RETROSEQ_chr1:3657049-3657149,JSRV_DQ838494
RETROSEQ_chr1:36636913-36637013,cPa248
RETROSEQ_chr1:36644561-36644669,cPa127
RETROSEQ_chr1:36716097-36716221,cPa127
