locus,erv.assigned,erv.assigned.freq,n.erv.called,actual.stop,actual.start,all.hits.ervs,all.hits.counts,locus.width,mapped.width
chr1-12900466_12900570,cPa452,0.452380952380952,15,12900531,12900465,cPa16-cPa223-hybrid_cPa16-cPa363-hybrid_cPa16-cPa446-hybrid_cPa16-cPa541-hybrid_cPa16-cPa71-hybrid_cPa16-unknown_cPa176-cPa14-hybrid_cPa176-cPa363-hybrid_cPa176-cPa541-hybrid_cPa363_cPa452_cPa452-unknown_cPa71_cPa71-cPa363-hybrid_cPa71-unknown,1_1_1_1_3_2_1_1_1_51_76_3_23_1_2,104,66
chr1-1310230_1310332,cPa75,0.555555555555556,4,1310287,1310247,cPa75_cPa75-cPa228-hybrid_cPa75-cPa260-hybrid_cPa75-cPa425-hybrid,5_1_2_1,102,40
chr1-1310539_1310641,cPa75,0.285714285714286,6,1310633,1310544,cPa106-cPa16-hybrid_cPa260_cPa260-cPa113-hybrid_cPa260-cPa71-hybrid_cPa62-cPa113-hybrid_cPa75,1_1_1_1_1_2,102,89
chr1-1311775_1311877,cPa75,0.294117647058824,10,1311859,1311804,cPa260_cPa260-cPa113-hybrid_cPa546-cPa293-hybrid_cPa62-cPa106-hybrid_cPa62-cPa113-hybrid_cPa62-cPa293-hybrid_cPa75_cPa75-cPa260-hybrid_HERVFc2_repbase-cPa113-hybrid_HERVHcons-cPa71-hybrid,4_1_1_1_1_1_5_1_1_1,102,55
chr1-1312158_1312260,cPa260,0.4,7,1312252,1312172,cPa106-cPa293-hybrid_cPa199-cPa260-hybrid_cPa260_cPa293_cPa75_cPa75-cPa293-hybrid_HERVHcons-PERVC_HM159246-hybrid,1_1_6_1_3_2_1,102,80
chr1-13134748_13134850,cPa419,1,1,13134798,13134798,cPa419,1,102,0
chr1-1318808_1318910,cPa75,1,1,1318858,1318858,cPa75,1,102,0
chr1-1318964_1319234,cPa75,0.875,2,1319182,1319014,cPa260-unknown_cPa75,1_7,270,168
chr1-1336792_1336894,cPa260,0.695652173913043,2,1336869,1336791,cPa228_cPa260,7_16,102,78
chr1-1345551_1345653,cPa260,0.916666666666667,2,1345644,1345573,cPa106_cPa260,1_11,102,71
chr1-13456924_13457026,cPa117,1,1,13456974,13456974,cPa117,1,102,0
chr1-13457188_13457306,cPa117,1,1,13457254,13457238,cPa117,2,118,16
chr1-13472155_13472273,cPa62,1,1,13472228,13472205,cPa62,11,118,23
chr1-13472708_13472852,cPa62,0.916666666666667,2,13472800,13472758,cPa62_cPa75,22_2,144,42
chr1-13768919_13769021,cPa363,0.4,4,13768980,13768969,cPa363_cPa452-cPa456-hybrid_cPa452-cPa587-hybrid_cPa456,2_1_1_1,102,11
chr1-14020174_14020276,cPa363,0.666666666666667,2,14020224,14020214,cPa363_cPa75-cPa363-hybrid,2_1,102,10
chr1-14020738_14020840,cPa363_cPa363-cPa452-hybrid,0.5,2,14020802,14020788,cPa363_cPa363-cPa452-hybrid,1_1,102,14
chr1-14066199_14066301,cPa363,1,1,14066249,14066249,cPa363,1,102,0
chr1-14067024_14067126,cPa363,0.666666666666667,2,14067104,14067074,cPa363_cPa75-cPa285-hybrid,2_1,102,30
chr1-1407051_1407153,cPa356_STLV2_NC001815-cPa260-hybrid,0.5,2,1407130,1407101,cPa356_STLV2_NC001815-cPa260-hybrid,1_1,102,29
chr1-1411325_1411594,cPa16,0.722222222222222,4,1411542,1411335,cPa16_cPa16-cPa379-hybrid_cPa16-unknown_cPa379,13_1_1_3,269,207
chr1-1411762_1411864,cPa16,1,1,1411831,1411812,cPa16,2,102,19
chr1-1411917_1412030,cPa16_cPa16-cPa75-hybrid_cPa327-cPa75-hybrid,0.333333333333333,3,1411994,1411967,cPa16_cPa16-cPa75-hybrid_cPa327-cPa75-hybrid,1_1_1,113,27
chr1-1412192_1412294,cPa16,1,1,1412242,1412242,cPa16,1,102,0
chr1-14184614_14184729,cPa433,0.177570093457944,27,14184729,14184621,cPa196-cPa260-hybrid_cPa196-cPa308-hybrid_cPa196-cPa424-hybrid_cPa196-cPa459-hybrid_cPa196-unknown_cPa305_cPa305-cPa308-hybrid_cPa305-cPa424-hybrid_cPa305-cPa433-hybrid_cPa305-cPa459-hybrid_cPa308_cPa308-cPa424-hybrid_cPa308-cPa459-hybrid_cPa327_cPa327-cPa308-hybrid_cPa327-cPa424-hybrid_cPa327-cPa433-hybrid_cPa327-cPa459-hybrid_cPa327-cPa62-hybrid_cPa327-unknown_cPa424_cPa433_cPa433-cPa424-hybrid_cPa433-cPa459-hybrid_cPa433-unknown_cPa459_cPa62-cPa459-hybrid,1_2_6_2_5_1_5_5_2_5_3_1_1_5_11_2_3_2_2_2_3_19_2_2_1_13_1,115,108
chr1-14223837_14223939,cPa452,0.523809523809524,6,14223889,14223868,cPa16-cPa223-hybrid_cPa363_cPa363-unknown_cPa452_cPa71_cPa71-unknown,1_10_2_22_6_1,102,21
chr1-14456615_14456719,cPa62,0.48780487804878,7,14456708,14456642,cPa546-cPa75-hybrid_cPa62_cPa71-cPa62-hybrid_cPa75_cPa75-cPa260-hybrid_cPa75-cPa546-hybrid_cPa75-cPa62-hybrid,1_20_1_14_1_1_3,104,66
chr1-1457806_1457908,cPa223,0.666666666666667,3,1457857,1457840,cPa199_cPa223_cPa553,1_4_1,102,17
chr1-14580390_14580492,cPa75-cPa117-hybrid,1,1,14580440,14580440,cPa75-cPa117-hybrid,1,102,0
chr1-14819730_14819835,cPa117-cPa587-hybrid_cPa363_cPa452-cPa587-hybrid_cPa456,0.25,4,14819783,14819780,cPa117-cPa587-hybrid_cPa363_cPa452-cPa587-hybrid_cPa456,1_1_1_1,105,3
chr1-14850916_14851181,HERV-W_repbase_HERV17_LTR17,0.833333333333333,4,14851175,14850966,HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-unknown_PERV_AJ293656_PERV_AJ293656-cPa75-hybrid,15_1_1_1,265,209
chr1-14851216_14851361,HERV-W_repbase_HERV17_LTR17,0.961165048543689,5,14851334,14851218,cPa62-KoRV_AF151794-hybrid_cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-KoRV_AF151794-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,1_1_99_1_1,145,116
chr1-14851440_14851592,HERV-W_repbase_HERV17_LTR17,1,1,14851540,14851440,HERV-W_repbase_HERV17_LTR17,6,152,100
chr1-149525_149627,cPa75,1,1,149575,149575,cPa75,1,102,0
chr1-15109165_15109330,cPa75,0.730769230769231,5,15109286,15109187,cPa293-unknown_cPa546_cPa62_cPa75_cPa75-unknown,1_1_3_19_2,165,99
chr1-15131821_15131923,cPa75,0.666666666666667,2,15131871,15131832,cPa75_HERV-W_repbase_HERV17_LTR17,2_1,102,39
chr1-1523100_1523267,cPa71-unknown,0.571428571428571,4,1523240,1523100,cPa71_cPa71-cPa62-hybrid_cPa71-unknown_cPa75,1_4_8_1,167,140
chr1-1523408_1523510,cPa71-cPa75-hybrid,0.363636363636364,6,1523458,1523411,cPa62_cPa62-cPa75-hybrid_cPa71-cPa62-hybrid_cPa71-cPa75-hybrid_cPa71-unknown_cPa75,1_1_1_4_2_2,102,47
chr1-15271677_15271779,cPa106-cPa56-hybrid,1,1,15271727,15271727,cPa106-cPa56-hybrid,1,102,0
chr1-1597722_1597824,cPa75,1,1,1597772,1597772,cPa75,1,102,0
chr1-16072240_16072342,cPa118-unknown_cPa15,0.5,2,16072335,16072290,cPa118-unknown_cPa15,1_1,102,45
chr1-1639908_1640010,cPa199,1,1,1639979,1639949,cPa199,3,102,30
chr1-16450322_16450424,cPa62,1,1,16450381,16450356,cPa62,22,102,25
chr1-16460045_16460147,cPa75,1,1,16460095,16460094,cPa75,2,102,1
chr1-16895951_16896053,cPa419,1,1,16896001,16896001,cPa419,1,102,0
chr1-1713119_1713242,cPa260,0.918918918918919,2,1713226,1713126,cPa228_cPa260,3_34,123,100
chr1-17175202_17175347,cPa553,0.372549019607843,24,17175342,17175223,cPa199_cPa199-cPa227-hybrid_cPa199-cPa273-hybrid_cPa223_cPa223-cPa227-hybrid_cPa223-cPa273-hybrid_cPa227_cPa227-cPa273-hybrid_cPa227-unknown_cPa273_cPa345_cPa345-cPa199-hybrid_cPa345-cPa227-hybrid_cPa345-cPa273-hybrid_cPa419_cPa450_cPa450-cPa273-hybrid_cPa482-cPa227-hybrid_cPa482-cPa273-hybrid_cPa553_cPa553-cPa199-hybrid_cPa553-cPa273-hybrid_cPa62-cPa273-hybrid_cPa62-cPa450-hybrid,4_1_11_2_6_19_25_7_1_1_1_2_2_13_1_13_1_2_6_76_1_2_4_3,145,119
chr1-17277271_17277373,cPa452,0.47887323943662,8,17277335,17277292,cPa176_cPa363_cPa363-cPa16-hybrid_cPa363-cPa71-hybrid_cPa452_cPa452-unknown_cPa71_cPa71-cPa16-hybrid,1_25_2_1_34_1_6_1,102,43
chr1-17309788_17309890,cPa101,0.428571428571429,5,17309838,17309826,cPa101_cPa142_cPa256_cPa582-cPa256-hybrid_cPa582-cPa51-hybrid,3_1_1_1_1,102,12
chr1-17740373_17740475,cPa62,1,1,17740423,17740422,cPa62,5,102,1
chr1-17816399_17816534,cPa456,0.363636363636364,6,17816482,17816418,cPa363_cPa363-cPa117-hybrid_cPa456_cPa456-cPa117-hybrid_cPa587-cPa452-hybrid_cPa75,6_3_8_3_1_1,135,64
chr1-1790151_1790253,cPa152,1,1,1790201,1790187,cPa152,2,102,14
chr1-17902673_17902775,cPa62,1,1,17902751,17902703,cPa62,36,102,48
chr1-18102350_18102461,cPa254,0.354838709677419,10,18102456,18102375,cPa174_cPa174-cPa404-hybrid_cPa174-cPa425-hybrid_cPa174-cPa47-hybrid_cPa254_cPa254-cPa47-hybrid_cPa404_cPa425_cPa425-cPa47-hybrid_cPa47,5_1_1_2_11_3_3_2_1_2,111,81
chr1-1824871_1824973,cPa260,0.8,2,1824921,1824887,cPa260_cPa553-WDSV_NC001867-hybrid,4_1,102,34
chr1-18277688_18277805,cPa456,0.363636363636364,13,18277758,18277705,BLV_NC001414-cPa363-hybrid_BLV_NC001414-cPa456-hybrid_BLV_NC001414-cPa587-hybrid_BLV_NC001414-cPa75-hybrid_BLV_NC001414-EIAV_NC001450-hybrid_cPa117-cPa363-hybrid_cPa117-cPa456-hybrid_cPa117-cPa587-hybrid_cPa117-unknown_cPa363_cPa452_cPa452-cPa587-hybrid_cPa456,1_3_1_1_1_3_4_1_1_10_1_1_16,117,53
chr1-1852212_1852314,cPa363-cPa106-hybrid_cPa363-cPa260-hybrid,0.5,2,1852262,1852255,cPa363-cPa106-hybrid_cPa363-cPa260-hybrid,1_1,102,7
chr1-18612478_18612580,cPa260-cPa75-hybrid,1,1,18612528,18612525,cPa260-cPa75-hybrid,2,102,3
chr1-18908862_18909064,cPa260-cPa75-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,0.5,2,18909012,18908912,cPa260-cPa75-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,1_1,202,100
chr1-18909072_18909174,HERV-W_repbase_HERV17_LTR17-unknown,1,1,18909122,18909122,HERV-W_repbase_HERV17_LTR17-unknown,1,102,0
chr1-190235_190337,cPa75-unknown,1,1,190285,190285,cPa75-unknown,1,102,0
chr1-1945877_1945979,cPa62-cPa75-hybrid,1,1,1945927,1945927,cPa62-cPa75-hybrid,1,102,0
chr1-19556498_19556600,cPa142,1,1,19556549,19556505,cPa142,3,102,44
chr1-19700013_19700115,cPa62,1,1,19700063,19700018,cPa62,2,102,45
chr1-19700157_19700267,cPa62,0.611111111111111,4,19700267,19700188,cPa285_cPa492_cPa62_cPa62-unknown,4_2_11_1,110,79
chr1-19768373_19768475,cPa285,0.5,3,19768460,19768412,cPa16_cPa285_cPa62,1_2_1,102,48
chr1-19869106_19869230,cPa62,0.681818181818182,3,19869230,19869117,cPa62_cPa75-cPa62-hybrid_cPa75-unknown,15_4_3,124,113
chr1-19869359_19869523,cPa62,0.627906976744186,5,19869522,19869379,cPa293-unknown_cPa62_cPa75_cPa75-cPa62-hybrid_cPa75-unknown,1_27_1_2_12,164,143
chr1-19869530_19869632,cPa62,0.619047619047619,5,19869628,19869548,cPa293-cPa62-hybrid_cPa293-unknown_cPa62_cPa75-cPa62-hybrid_cPa75-unknown,1_1_13_3_3,102,80
chr1-2013731_2013833,cPa260_cPa75,0.5,2,2013830,2013781,cPa260_cPa75,1_1,102,49
chr1-2027262_2027364,cPa75-cPa583-hybrid,1,1,2027312,2027312,cPa75-cPa583-hybrid,1,102,0
chr1-2028215_2028317,cPa75-cPa583-hybrid,1,1,2028265,2028265,cPa75-cPa583-hybrid,1,102,0
chr1-2033158_2033260,cPa62-WDSV_NC001867-hybrid,1,1,2033231,2033208,cPa62-WDSV_NC001867-hybrid,4,102,23
chr1-2033279_2033388,cPa62-WDSV_NC001867-hybrid,0.75,2,2033344,2033299,cPa62-unknown_cPa62-WDSV_NC001867-hybrid,1_3,109,45
chr1-2033446_2033632,WDSV_NC001867,0.666666666666667,3,2033580,2033480,cPa62-unknown_cPa62-WDSV_NC001867-hybrid_WDSV_NC001867,1_1_4,186,100
chr1-2072701_2072848,cPa223-cPa273-hybrid_cPa450,0.5,2,2072796,2072751,cPa223-cPa273-hybrid_cPa450,1_1,147,45
chr1-2082638_2082780,cPa260,1,1,2082745,2082648,cPa260,27,142,97
chr1-2082828_2083007,cPa260,1,1,2083004,2082866,cPa260,11,179,138
chr1-2083112_2083267,cPa260,1,1,2083242,2083111,cPa260,9,155,131
chr1-20885181_20885300,cPa540,0.388888888888889,12,20885248,20885231,cPa127_cPa241_cPa241-cPa11-hybrid_cPa241-cPa531-hybrid_cPa290_cPa515_cPa530_cPa530-cPa11-hybrid_cPa530-cPa290-hybrid_cPa540_cPa540-cPa11-hybrid_cPa540-cPa127-hybrid,6_1_3_1_2_2_3_1_1_14_1_1,119,17
chr1-20938256_20938358,cPa62,0.978260869565217,2,20938345,20938256,cPa419_cPa62,1_45,102,89
chr1-21093116_21093218,cPa62,1,1,21093191,21093166,cPa62,3,102,25
chr1-21226689_21226964,cPa450,0.450704225352113,12,21226962,21226735,cPa199_cPa199-cPa542-hybrid_cPa227_cPa227-cPa199-hybrid_cPa227-cPa542-hybrid_cPa227-cPa553-hybrid_cPa273_cPa345_cPa345-cPa553-hybrid_cPa450_cPa553_cPa553-unknown,6_1_5_1_1_4_4_1_1_32_14_1,275,227
chr1-2130200_2130302,cPa260,1,1,2130250,2130250,cPa260,1,102,0
chr1-21359837_21359939,cPa529,0.833333333333333,3,21359888,21359842,cPa14-cPa247-hybrid_cPa14-cPa529-hybrid_cPa529,1_1_10,102,46
chr1-213611_213713,cPa539,1,1,213705,213661,cPa539,4,102,44
chr1-21583350_21583452,cPa395,1,1,21583400,21583400,cPa395,1,102,0
chr1-21714538_21714640,cPa419,1,1,21714588,21714588,cPa419,1,102,0
chr1-2175518_2175811,cPa260,0.5,5,2175759,2175529,cPa260_cPa260-cPa75-hybrid_cPa260-unknown_HERV-W_repbase_HERV17_LTR17_HERV-XA34_repbase_HERVFH21I_LTR21A,4_1_1_1_1,293,230
chr1-2175814_2175983,cPa62-unknown,0.5,3,2175931,2175857,cPa62-cPa75-hybrid_cPa62-unknown_cPa75,2_3_1,169,74
chr1-21891474_21891576,cPa456,0.642857142857143,5,21891540,21891479,cPa363_cPa452-cPa363-hybrid_cPa456_cPa587-cPa117-hybrid_cPa587-cPa119-hybrid,22_1_45_1_1,102,61
chr1-22149238_22149347,cPa293_cPa391_cPa426,0.333333333333333,3,22149295,22149288,cPa293_cPa391_cPa426,1_1_1,109,7
chr1-22218290_22218392,cPa62,1,1,22218340,22218340,cPa62,1,102,0
chr1-22218492_22218596,cPa62,0.904761904761905,3,22218545,22218515,cPa254-cPa62-hybrid_cPa264-cPa62-hybrid_cPa62,1_1_19,104,30
chr1-22218683_22218785,cPa285-unknown_cPa62,0.5,2,22218733,22218733,cPa285-unknown_cPa62,1_1,102,0
chr1-2249835_2250000,cPa199,0.25,7,2249964,2249856,cPa199_cPa273_cPa450_cPa450-cPa542-hybrid_cPa482_cPa482-cPa542-hybrid_cPa542,2_1_1_1_1_1_1,165,108
chr1-2250326_2250428,cPa199,0.363636363636364,6,2250383,2250325,cPa199_cPa199-cPa542-hybrid_cPa273_cPa273-cPa199-hybrid_cPa450_cPa542,4_1_1_1_3_1,102,58
chr1-22565829_22566030,HERV-W_repbase_HERV17_LTR17,0.684210526315789,7,22566024,22565838,cPa419-HERV-F_repbase_HERVFH19I_LTR19A-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_PERV_AJ293656-cPa75-hybrid,1_1_1_6_26_2_1,201,186
chr1-22566115_22566260,HERV-W_repbase_HERV17_LTR17,0.628571428571429,7,22566254,22566125,cPa62-cPa75-hybrid_cPa62-unknown_cPa75_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_KoRV_AF151794,2_2_6_1_22_1_1,145,129
chr1-22566336_22566681,HERV-W_repbase_HERV17_LTR17,0.574074074074074,9,22566663,22566335,cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa75_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_HERV-W_repbase_HERV17_LTR17-unknown_KWERV_GQ222416,1_3_5_10_1_31_1_1_1,345,328
chr1-22566695_22566797,HERV-W_repbase_HERV17_LTR17,0.625,4,22566777,22566709,cPa62_cPa62-unknown_cPa75_HERV-W_repbase_HERV17_LTR17,1_1_1_5,102,68
chr1-22566846_22566948,cPa75,1,1,22566896,22566896,cPa75,1,102,0
chr1-2260204_2260507,cPa260,0.516129032258065,9,2260463,2260207,cPa260_cPa260-cPa62-hybrid_cPa260-HERV-W_repbase_HERV17_LTR17-hybrid_cPa293_cPa486-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62_cPa62-cPa260-hybrid_cPa75-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17,16_1_4_1_2_3_1_1_2,303,256
chr1-22639467_22639584,cPa15,0.5,5,22639532,22639470,cPa118_cPa15_cPa248_cPa443_cPa443-cPa118-hybrid,5_8_1_1_1,117,62
chr1-22660998_22661111,cPa62,0.555555555555556,5,22661065,22661024,cPa15_cPa62_cPa62-cPa15-hybrid_cPa62-unknown_cPa75,5_10_1_1_1,113,41
chr1-22714581_22714683,cPa456,0.727272727272727,3,22714652,22714585,cPa363_cPa456_cPa542-cPa363-hybrid,5_16_1,102,67
chr1-2274078_2274252,cPa62_cPa62-cPa486-hybrid,0.272727272727273,5,2274200,2274093,cPa62_cPa62-cPa486-hybrid_cPa62-cPa492-hybrid_cPa62-unknown_cPa62-WDSV_NC001867-hybrid,3_3_1_2_2,174,107
chr1-22800930_22801032,cPa62,1,1,22800986,22800955,cPa62,5,102,31
chr1-22805917_22806019,cPa285-unknown,1,1,22805967,22805967,cPa285-unknown,1,102,0
chr1-2281612_2281714,cPa75,1,1,2281688,2281623,cPa75,7,102,65
chr1-2282051_2282481,cPa75,0.684210526315789,6,2282477,2282101,cPa285_cPa293_cPa293-cPa400-hybrid_cPa293-cPa75-hybrid_cPa293-unknown_cPa75,1_4_1_3_3_26,430,376
chr1-22861508_22861610,cPa529-cPa62-hybrid,0.285714285714286,8,22861600,22861542,cPa18-cPa62-hybrid_cPa247-cPa62-hybrid_cPa4-cPa62-hybrid_cPa529_cPa529-cPa62-hybrid_cPa541-cPa62-hybrid_cPa583-cPa62-hybrid_cPa62,3_2_1_1_4_1_1_1,102,58
chr1-22861619_22861752,cPa529-cPa62-hybrid,0.586206896551724,8,22861700,22861622,cPa18-cPa62-hybrid_cPa18-unknown_cPa247-cPa587-hybrid_cPa247-cPa62-hybrid_cPa4-cPa62-hybrid_cPa475-cPa62-hybrid_cPa529-cPa62-hybrid_cPa545-cPa62-hybrid,5_1_1_1_1_2_17_1,133,78
chr1-22896038_22896142,cPa157-cPa456-hybrid,0.666666666666667,4,22896098,22896082,cPa157-cPa332-hybrid_cPa157-cPa456-hybrid_cPa157-unknown_cPa492-cPa332-hybrid,1_10_3_1,104,16
chr1-22996786_22996948,cPa4,0.540540540540541,6,22996930,22996832,cPa4_cPa4-cPa14-hybrid_cPa4-cPa18-hybrid_cPa4-cPa541-hybrid_cPa541_cPa541-cPa14-hybrid,40_12_1_3_17_1,162,98
chr1-23019514_23019616,cPa419,1,1,23019564,23019564,cPa419,1,102,0
chr1-23064527_23064629,cPa62,1,1,23064619,23064577,cPa62,4,102,42
chr1-2307662_2307764,cPa75,1,1,2307712,2307712,cPa75,1,102,0
chr1-2307789_2307948,cPa75-unknown,0.666666666666667,3,2307896,2307804,cPa75_cPa75-unknown_HERV-W_repbase_HERV17_LTR17-cPa113-hybrid,1_4_1,159,92
chr1-23078494_23078596,cPa62,1,1,23078544,23078531,cPa62,2,102,13
chr1-23078613_23078763,cPa62,0.972972972972973,2,23078754,23078612,cPa293-unknown_cPa62,1_36,150,142
chr1-23106897_23106999,cPa142,0.8,2,23106956,23106944,cPa142_cPa142-unknown,4_1,102,12
chr1-23122960_23123062,cPa174-cPa47-hybrid_cPa425-cPa47-hybrid_cPa425-cPa511-hybrid,0.333333333333333,3,23123011,23123003,cPa174-cPa47-hybrid_cPa425-cPa47-hybrid_cPa425-cPa511-hybrid,1_1_1,102,8
chr1-23125276_23125383,cPa450,0.3203125,20,23125347,23125279,cPa199_cPa199-cPa227-hybrid_cPa199-cPa273-hybrid_cPa199-cPa450-hybrid_cPa199-cPa511-hybrid_cPa199-cPa553-hybrid_cPa199-unknown_cPa223-cPa273-hybrid_cPa223-cPa450-hybrid_cPa227_cPa227-cPa542-hybrid_cPa273_cPa450_cPa450-cPa273-hybrid_cPa450-unknown_cPa542_cPa553_cPa553-cPa273-hybrid_FrMuLV_NC001362-cPa273-hybrid_FrMuLV_NC001362-cPa553-hybrid,9_4_29_4_1_9_5_1_1_6_1_6_41_1_1_3_2_1_2_1,107,68
chr1-23190642_23190744,cPa75,0.666666666666667,2,23190715,23190692,cPa62-cPa285-hybrid_cPa75,1_2,102,23
chr1-23190844_23191015,cPa260_cPa75,0.5,2,23190963,23190894,cPa260_cPa75,1_1,171,69
chr1-23203568_23203670,cPa62,0.411764705882353,6,23203667,23203584,cPa419_cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa71_cPa75,1_7_3_2_3_1,102,83
chr1-23213804_23213906,cPa62,1,1,23213900,23213854,cPa62,34,102,46
chr1-23233363_23233513,cPa34-unknown,0.857142857142857,2,23233479,23233413,cPa34-unknown_cPa456-unknown,6_1,150,66
chr1-23936241_23936343,cPa456,0.697674418604651,7,23936316,23936255,cPa117-cPa363-hybrid_cPa363_cPa419_cPa452-cPa363-hybrid_cPa452-unknown_cPa456_cPa456-cPa363-hybrid,4_4_1_2_1_30_1,102,61
chr1-23985394_23985496,cPa456,0.528571428571429,10,23985482,23985395,cPa363_cPa363-cPa117-hybrid_cPa363-cPa452-hybrid_cPa452_cPa456_cPa456-cPa117-hybrid_cPa456-cPa363-hybrid_cPa456-cPa452-hybrid_cPa456-unknown_cPa587-cPa117-hybrid,13_6_2_1_37_5_3_1_1_1,102,87
chr1-2406235_2406337,cPa260,0.588235294117647,6,2406323,2406236,cPa118-cPa260-hybrid_cPa118-unknown_cPa15-cPa260-hybrid_cPa15-cPa465-hybrid_cPa15-unknown_cPa260,1_1_2_1_2_10,102,87
chr1-24384767_24384869,cPa62,1,1,24384829,24384804,cPa62,17,102,25
chr1-24405666_24405805,cPa62,0.978723404255319,2,24405793,24405676,cPa119-unknown_cPa62,1_46,139,117
chr1-24487641_24487743,cPa62,1,1,24487697,24487669,cPa62,6,102,28
chr1-24532070_24532184,cPa339,0.333333333333333,5,24532132,24532070,cPa339_cPa390-cPa444-hybrid_cPa447_cPa447-cPa444-hybrid_cPa62-cPa444-hybrid,4_2_2_2_2,114,62
chr1-2475982_2476084,STLV2_NC001815-cPa228-hybrid,0.625,4,2476039,2475996,cPa228_STLV2_NC001815_STLV2_NC001815-cPa228-hybrid_STLV2_NC001815-unknown,1_1_5_1,102,43
chr1-2476085_2476187,cPa228_cPa260-cPa228-hybrid_STLV2_NC001815,0.333333333333333,3,2476148,2476094,cPa228_cPa260-cPa228-hybrid_STLV2_NC001815,1_1_1,102,54
chr1-25049362_25049465,cPa75,1,1,25049413,25049405,cPa75,3,103,8
chr1-25251073_25251354,cPa62,0.756410256410256,7,25251334,25251101,cPa285_cPa285-unknown_cPa293_cPa62_cPa62-unknown_cPa75_cPa75-unknown,8_2_3_59_1_4_1,281,233
chr1-2544662_2544907,cPa260,0.916666666666667,2,2544894,2544712,cPa260_cPa75,11_1,245,182
chr1-2545045_2545623,cPa260,0.88135593220339,6,2545588,2545079,cPa260_cPa285-cPa260-hybrid_cPa285-cPa75-hybrid_cPa400_cPa400-cPa260-hybrid_cPa75,52_2_1_1_1_2,578,509
chr1-25529070_25529533,HERV-W_repbase_HERV17_LTR17,0.647058823529412,13,25529481,25529093,cPa419_cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa419-hybrid_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-PERV_AJ293656-hybrid_HERV-W_repbase_HERV17_LTR17-unknown_KoRV_AF151794_KoRV_AF151794-unknown_KWERV_GQ222416-cPa200-hybrid_PERV_AJ293656,1_3_2_1_44_1_1_1_10_1_1_1_1,463,388
chr1-25670807_25670909,cPa75,1,1,25670858,25670857,cPa75,2,102,1
chr1-25677640_25677752,cPa62,0.818181818181818,4,25677703,25677685,cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,36_4_1_3,112,18
chr1-25682004_25682106,cPa62,0.944444444444444,2,25682100,25682036,cPa62_cPa62-unknown,17_1,102,64
chr1-2575845_2575947,cPa456_cPa456-cPa587-hybrid,0.5,2,2575926,2575895,cPa456_cPa456-cPa587-hybrid,1_1,102,31
chr1-258213_258315,cPa260_cPa363,0.285714285714286,5,258314,258261,cPa260_cPa327-cPa363-hybrid_cPa363_cPa379_cPa452-cPa260-hybrid,2_1_2_1_1,102,53
chr1-258480_258582,cPa363,1,1,258530,258494,cPa363,2,102,36
chr1-2585096_2585198,cPa75,1,1,2585146,2585146,cPa75,1,102,0
chr1-260301_260403,cPa16_cPa379,0.5,2,260351,260300,cPa16_cPa379,2_2,102,51
chr1-26087963_26088065,cPa15,0.4,4,26088015,26088004,cPa118_cPa15_cPa248-cPa118-hybrid_cPa248-unknown,1_2_1_1,102,11
chr1-26177001_26177103,cPa505,1,1,26177051,26177051,cPa505,1,102,0
chr1-2628592_2628694,cPa260,1,1,2628642,2628632,cPa260,2,102,10
chr1-26591946_26592048,cPa62,0.888888888888889,2,26592000,26591985,cPa62_cPa62-unknown,8_1,102,15
chr1-2667934_2668036,cPa539,1,1,2667984,2667984,cPa539,1,102,0
chr1-26740008_26740110,cPa15,0.571428571428571,3,26740073,26740053,cPa118_cPa15_cPa248-cPa118-hybrid,2_4_1,102,20
chr1-2674776_2674878,cPa539-cPa75-hybrid_cPa62-cPa75-hybrid,0.5,2,2674826,2674809,cPa539-cPa75-hybrid_cPa62-cPa75-hybrid,1_1,102,17
chr1-27353438_27353540,cPa363,0.5,3,27353496,27353470,cPa16-cPa183-hybrid_cPa363_cPa452,1_3_2,102,26
chr1-27363404_27363506,cPa15,0.666666666666667,3,27363454,27363450,cPa118_cPa15_cPa248-unknown,1_4_1,102,4
